,label,body_text,body_text_clean,body_text_tokenized,body_text_nostop,body_text_lemmatized
460,ham,Where did u go? My phone is gonna die you have to stay in here,Where did u go My phone is gonna die you have to stay in here,"['where', 'did', 'u', 'go', 'my', 'phone', 'is', 'gonna', 'die', 'you', 'have', 'to', 'stay', 'in', 'here']","['u', 'go', 'phone', 'gonna', 'die', 'stay']","['u', 'go', 'phone', 'gonna', 'die', 'stay']"
461,ham,Great. Never been better. Each day gives even more reasons to thank God,Great Never been better Each day gives even more reasons to thank God,"['great', 'never', 'been', 'better', 'each', 'day', 'gives', 'even', 'more', 'reasons', 'to', 'thank', 'god']","['great', 'never', 'better', 'day', 'gives', 'even', 'reasons', 'thank', 'god']","['great', 'never', 'better', 'day', 'give', 'even', 'reason', 'thank', 'god']"
462,spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",UpgrdCentre Orange customer you may now claim your FREE CAMERA PHONE upgrade for your loyalty Call now on 0207 153 9153 Offer ends 26th July TCs apply Optout available,"['upgrdcentre', 'orange', 'customer', 'you', 'may', 'now', 'claim', 'your', 'free', 'camera', 'phone', 'upgrade', 'for', 'your', 'loyalty', 'call', 'now', 'on', '0207', '153', '9153', 'offer', 'ends', '26th', 'july', 'tcs', 'apply', 'optout', 'available']","['upgrdcentre', 'orange', 'customer', 'may', 'claim', 'free', 'camera', 'phone', 'upgrade', 'loyalty', 'call', '0207', '153', '9153', 'offer', 'ends', '26th', 'july', 'tcs', 'apply', 'optout', 'available']","['upgrdcentre', 'orange', 'customer', 'may', 'claim', 'free', 'camera', 'phone', 'upgrade', 'loyalty', 'call', '0207', '153', '9153', 'offer', 'end', '26th', 'july', 'tc', 'apply', 'optout', 'available']"
463,ham,"Sorry, I'll call later ok bye",Sorry Ill call later ok bye,"['sorry', 'ill', 'call', 'later', 'ok', 'bye']","['sorry', 'ill', 'call', 'later', 'ok', 'bye']","['sorry', 'ill', 'call', 'later', 'ok', 'bye']"
464,ham,Ok i am on the way to railway,Ok i am on the way to railway,"['ok', 'i', 'am', 'on', 'the', 'way', 'to', 'railway']","['ok', 'way', 'railway']","['ok', 'way', 'railway']"
465,ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),great princess I love giving and receiving oral Doggy style is my fave position How about you I enjoy making love  ltgt  times per night ,"['great', 'princess', 'i', 'love', 'giving', 'and', 'receiving', 'oral', 'doggy', 'style', 'is', 'my', 'fave', 'position', 'how', 'about', 'you', 'i', 'enjoy', 'making', 'love', 'ltgt', 'times', 'per', 'night', '']","['great', 'princess', 'love', 'giving', 'receiving', 'oral', 'doggy', 'style', 'fave', 'position', 'enjoy', 'making', 'love', 'ltgt', 'times', 'per', 'night', '']","['great', 'princess', 'love', 'giving', 'receiving', 'oral', 'doggy', 'style', 'fave', 'position', 'enjoy', 'making', 'love', 'ltgt', 'time', 'per', 'night', '']"
466,ham,They don't put that stuff on the roads to keep it from getting slippery over there?,They dont put that stuff on the roads to keep it from getting slippery over there,"['they', 'dont', 'put', 'that', 'stuff', 'on', 'the', 'roads', 'to', 'keep', 'it', 'from', 'getting', 'slippery', 'over', 'there']","['dont', 'put', 'stuff', 'roads', 'keep', 'getting', 'slippery']","['dont', 'put', 'stuff', 'road', 'keep', 'getting', 'slippery']"
467,ham,When are you going to ride your bike?,When are you going to ride your bike,"['when', 'are', 'you', 'going', 'to', 'ride', 'your', 'bike']","['going', 'ride', 'bike']","['going', 'ride', 'bike']"
468,ham,"Yup, no need. I'll jus wait 4 e rain 2 stop.",Yup no need Ill jus wait 4 e rain 2 stop,"['yup', 'no', 'need', 'ill', 'jus', 'wait', '4', 'e', 'rain', '2', 'stop']","['yup', 'need', 'ill', 'jus', 'wait', '4', 'e', 'rain', '2', 'stop']","['yup', 'need', 'ill', 'jus', 'wait', '4', 'e', 'rain', '2', 'stop']"
469,ham,There are many company. Tell me the language.,There are many company Tell me the language,"['there', 'are', 'many', 'company', 'tell', 'me', 'the', 'language']","['many', 'company', 'tell', 'language']","['many', 'company', 'tell', 'language']"
470,spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,okmail Dear Dave this is your final notice to collect your 4 Tenerife Holiday or 5000 CASH award Call 09061743806 from landline TCs SAE Box326 CW25WX 150ppm,"['okmail', 'dear', 'dave', 'this', 'is', 'your', 'final', 'notice', 'to', 'collect', 'your', '4', 'tenerife', 'holiday', 'or', '5000', 'cash', 'award', 'call', '09061743806', 'from', 'landline', 'tcs', 'sae', 'box326', 'cw25wx', '150ppm']","['okmail', 'dear', 'dave', 'final', 'notice', 'collect', '4', 'tenerife', 'holiday', '5000', 'cash', 'award', 'call', '09061743806', 'landline', 'tcs', 'sae', 'box326', 'cw25wx', '150ppm']","['okmail', 'dear', 'dave', 'final', 'notice', 'collect', '4', 'tenerife', 'holiday', '5000', 'cash', 'award', 'call', '09061743806', 'landline', 'tc', 'sae', 'box326', 'cw25wx', '150ppm']"
471,ham,"How long has it been since you screamed, princess?",How long has it been since you screamed princess,"['how', 'long', 'has', 'it', 'been', 'since', 'you', 'screamed', 'princess']","['long', 'since', 'screamed', 'princess']","['long', 'since', 'screamed', 'princess']"
472,ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",Nothing I meant that once the money enters your account here the bank will remove its flat rate Someone transfered  ltgt  to my account and  ltgt dollars got removed So the banks differ and charges also differbe sure you trust the 9ja person you are sending account details to cos,"['nothing', 'i', 'meant', 'that', 'once', 'the', 'money', 'enters', 'your', 'account', 'here', 'the', 'bank', 'will', 'remove', 'its', 'flat', 'rate', 'someone', 'transfered', 'ltgt', 'to', 'my', 'account', 'and', 'ltgt', 'dollars', 'got', 'removed', 'so', 'the', 'banks', 'differ', 'and', 'charges', 'also', 'differbe', 'sure', 'you', 'trust', 'the', '9ja', 'person', 'you', 'are', 'sending', 'account', 'details', 'to', 'cos']","['nothing', 'meant', 'money', 'enters', 'account', 'bank', 'remove', 'flat', 'rate', 'someone', 'transfered', 'ltgt', 'account', 'ltgt', 'dollars', 'got', 'removed', 'banks', 'differ', 'charges', 'also', 'differbe', 'sure', 'trust', '9ja', 'person', 'sending', 'account', 'details', 'cos']","['nothing', 'meant', 'money', 'enters', 'account', 'bank', 'remove', 'flat', 'rate', 'someone', 'transfered', 'ltgt', 'account', 'ltgt', 'dollar', 'got', 'removed', 'bank', 'differ', 'charge', 'also', 'differbe', 'sure', 'trust', '9ja', 'person', 'sending', 'account', 'detail', 'co']"
473,spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,Want 2 get laid tonight Want real Dogging locations sent direct 2 ur Mob Join the UKs largest Dogging Network by txting MOAN to 69888Nyt ec2a 31pmsg150p,"['want', '2', 'get', 'laid', 'tonight', 'want', 'real', 'dogging', 'locations', 'sent', 'direct', '2', 'ur', 'mob', 'join', 'the', 'uks', 'largest', 'dogging', 'network', 'by', 'txting', 'moan', 'to', '69888nyt', 'ec2a', '31pmsg150p']","['want', '2', 'get', 'laid', 'tonight', 'want', 'real', 'dogging', 'locations', 'sent', 'direct', '2', 'ur', 'mob', 'join', 'uks', 'largest', 'dogging', 'network', 'txting', 'moan', '69888nyt', 'ec2a', '31pmsg150p']","['want', '2', 'get', 'laid', 'tonight', 'want', 'real', 'dogging', 'location', 'sent', 'direct', '2', 'ur', 'mob', 'join', 'uk', 'largest', 'dogging', 'network', 'txting', 'moan', '69888nyt', 'ec2a', '31pmsg150p']"
474,ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),Nice line said by a broken heart Plz dont cum 1 more times infront of me Other wise once again I ll trust U Good 9t,"['nice', 'line', 'said', 'by', 'a', 'broken', 'heart', 'plz', 'dont', 'cum', '1', 'more', 'times', 'infront', 'of', 'me', 'other', 'wise', 'once', 'again', 'i', 'll', 'trust', 'u', 'good', '9t']","['nice', 'line', 'said', 'broken', 'heart', 'plz', 'dont', 'cum', '1', 'times', 'infront', 'wise', 'trust', 'u', 'good', '9t']","['nice', 'line', 'said', 'broken', 'heart', 'plz', 'dont', 'cum', '1', 'time', 'infront', 'wise', 'trust', 'u', 'good', '9t']"
475,ham,Ok I'm gonna head up to usf in like fifteen minutes,Ok Im gonna head up to usf in like fifteen minutes,"['ok', 'im', 'gonna', 'head', 'up', 'to', 'usf', 'in', 'like', 'fifteen', 'minutes']","['ok', 'im', 'gonna', 'head', 'usf', 'like', 'fifteen', 'minutes']","['ok', 'im', 'gonna', 'head', 'usf', 'like', 'fifteen', 'minute']"
476,ham,Love you aathi..love u lot..,Love you aathilove u lot,"['love', 'you', 'aathilove', 'u', 'lot']","['love', 'aathilove', 'u', 'lot']","['love', 'aathilove', 'u', 'lot']"
477,ham,Tension ah?what machi?any problem?,Tension ahwhat machiany problem,"['tension', 'ahwhat', 'machiany', 'problem']","['tension', 'ahwhat', 'machiany', 'problem']","['tension', 'ahwhat', 'machiany', 'problem']"
478,ham,"K, can I pick up another 8th when you're done?",K can I pick up another 8th when youre done,"['k', 'can', 'i', 'pick', 'up', 'another', '8th', 'when', 'youre', 'done']","['k', 'pick', 'another', '8th', 'youre', 'done']","['k', 'pick', 'another', '8th', 'youre', 'done']"
479,ham,When're you guys getting back? G said you were thinking about not staying for mcr,Whenre you guys getting back G said you were thinking about not staying for mcr,"['whenre', 'you', 'guys', 'getting', 'back', 'g', 'said', 'you', 'were', 'thinking', 'about', 'not', 'staying', 'for', 'mcr']","['whenre', 'guys', 'getting', 'back', 'g', 'said', 'thinking', 'staying', 'mcr']","['whenre', 'guy', 'getting', 'back', 'g', 'said', 'thinking', 'staying', 'mcr']"
480,ham,"Almost there, see u in a sec",Almost there see u in a sec,"['almost', 'there', 'see', 'u', 'in', 'a', 'sec']","['almost', 'see', 'u', 'sec']","['almost', 'see', 'u', 'sec']"
481,ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",Yo carlos a few friends are already asking me about you you working at all this weekend,"['yo', 'carlos', 'a', 'few', 'friends', 'are', 'already', 'asking', 'me', 'about', 'you', 'you', 'working', 'at', 'all', 'this', 'weekend']","['yo', 'carlos', 'friends', 'already', 'asking', 'working', 'weekend']","['yo', 'carlos', 'friend', 'already', 'asking', 'working', 'weekend']"
482,ham,Watching tv lor...,Watching tv lor,"['watching', 'tv', 'lor']","['watching', 'tv', 'lor']","['watching', 'tv', 'lor']"
483,ham,Thank you baby! I cant wait to taste the real thing...,Thank you baby I cant wait to taste the real thing,"['thank', 'you', 'baby', 'i', 'cant', 'wait', 'to', 'taste', 'the', 'real', 'thing']","['thank', 'baby', 'cant', 'wait', 'taste', 'real', 'thing']","['thank', 'baby', 'cant', 'wait', 'taste', 'real', 'thing']"
484,ham,You should change your fb to jaykwon thuglyfe falconerf,You should change your fb to jaykwon thuglyfe falconerf,"['you', 'should', 'change', 'your', 'fb', 'to', 'jaykwon', 'thuglyfe', 'falconerf']","['change', 'fb', 'jaykwon', 'thuglyfe', 'falconerf']","['change', 'fb', 'jaykwon', 'thuglyfe', 'falconerf']"
485,ham,If we win its really no 1 side for long time.,If we win its really no 1 side for long time,"['if', 'we', 'win', 'its', 'really', 'no', '1', 'side', 'for', 'long', 'time']","['win', 'really', '1', 'side', 'long', 'time']","['win', 'really', '1', 'side', 'long', 'time']"
486,spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms  conditions visit www07781482378com,"['free', 'message', 'activate', 'your', '500', 'free', 'text', 'messages', 'by', 'replying', 'to', 'this', 'message', 'with', 'the', 'word', 'free', 'for', 'terms', 'conditions', 'visit', 'www07781482378com']","['free', 'message', 'activate', '500', 'free', 'text', 'messages', 'replying', 'message', 'word', 'free', 'terms', 'conditions', 'visit', 'www07781482378com']","['free', 'message', 'activate', '500', 'free', 'text', 'message', 'replying', 'message', 'word', 'free', 'term', 'condition', 'visit', 'www07781482378com']"
487,ham,Dear reached railway. What happen to you,Dear reached railway What happen to you,"['dear', 'reached', 'railway', 'what', 'happen', 'to', 'you']","['dear', 'reached', 'railway', 'happen']","['dear', 'reached', 'railway', 'happen']"
488,ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",Depends on quality If you want the type i sent boye faded glory then about 6 If you want ralphs maybe 2,"['depends', 'on', 'quality', 'if', 'you', 'want', 'the', 'type', 'i', 'sent', 'boye', 'faded', 'glory', 'then', 'about', '6', 'if', 'you', 'want', 'ralphs', 'maybe', '2']","['depends', 'quality', 'want', 'type', 'sent', 'boye', 'faded', 'glory', '6', 'want', 'ralphs', 'maybe', '2']","['depends', 'quality', 'want', 'type', 'sent', 'boye', 'faded', 'glory', '6', 'want', 'ralphs', 'maybe', '2']"
489,ham,I think i've fixed it can you send a test message?,I think ive fixed it can you send a test message,"['i', 'think', 'ive', 'fixed', 'it', 'can', 'you', 'send', 'a', 'test', 'message']","['think', 'ive', 'fixed', 'send', 'test', 'message']","['think', 'ive', 'fixed', 'send', 'test', 'message']"
490,ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",Sorry man my accounts dry or I would if you want we could trade back half or I could buy some shit with my credit card,"['sorry', 'man', 'my', 'accounts', 'dry', 'or', 'i', 'would', 'if', 'you', 'want', 'we', 'could', 'trade', 'back', 'half', 'or', 'i', 'could', 'buy', 'some', 'shit', 'with', 'my', 'credit', 'card']","['sorry', 'man', 'accounts', 'dry', 'would', 'want', 'could', 'trade', 'back', 'half', 'could', 'buy', 'shit', 'credit', 'card']","['sorry', 'man', 'account', 'dry', 'would', 'want', 'could', 'trade', 'back', 'half', 'could', 'buy', 'shit', 'credit', 'card']"
491,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",Congrats 1 year special cinema pass for 2 is yours call 09061209465 now C Suprman V Matrix3 StarWars3 etc all 4 FREE bx420ip45we 150pm Dont miss out,"['congrats', '1', 'year', 'special', 'cinema', 'pass', 'for', '2', 'is', 'yours', 'call', '09061209465', 'now', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', 'all', '4', 'free', 'bx420ip45we', '150pm', 'dont', 'miss', 'out']","['congrats', '1', 'year', 'special', 'cinema', 'pass', '2', 'call', '09061209465', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', '4', 'free', 'bx420ip45we', '150pm', 'dont', 'miss']","['congrats', '1', 'year', 'special', 'cinema', 'pas', '2', 'call', '09061209465', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', '4', 'free', 'bx420ip45we', '150pm', 'dont', 'miss']"
492,ham,"Sorry,in meeting I'll call later",Sorryin meeting Ill call later,"['sorryin', 'meeting', 'ill', 'call', 'later']","['sorryin', 'meeting', 'ill', 'call', 'later']","['sorryin', 'meeting', 'ill', 'call', 'later']"
493,ham,What class of  &lt;#&gt;  reunion?,What class of  ltgt  reunion,"['what', 'class', 'of', 'ltgt', 'reunion']","['class', 'ltgt', 'reunion']","['class', 'ltgt', 'reunion']"
494,ham,Are you free now?can i call now?,Are you free nowcan i call now,"['are', 'you', 'free', 'nowcan', 'i', 'call', 'now']","['free', 'nowcan', 'call']","['free', 'nowcan', 'call']"
495,ham,Got meh... When?,Got meh When,"['got', 'meh', 'when']","['got', 'meh']","['got', 'meh']"
496,ham,Nope... Think i will go for it on monday... Sorry i replied so late,Nope Think i will go for it on monday Sorry i replied so late,"['nope', 'think', 'i', 'will', 'go', 'for', 'it', 'on', 'monday', 'sorry', 'i', 'replied', 'so', 'late']","['nope', 'think', 'go', 'monday', 'sorry', 'replied', 'late']","['nope', 'think', 'go', 'monday', 'sorry', 'replied', 'late']"
497,ham,Some of them told accenture is not confirm. Is it true.,Some of them told accenture is not confirm Is it true,"['some', 'of', 'them', 'told', 'accenture', 'is', 'not', 'confirm', 'is', 'it', 'true']","['told', 'accenture', 'confirm', 'true']","['told', 'accenture', 'confirm', 'true']"
498,ham,"Kate jackson rec center before 7ish, right?",Kate jackson rec center before 7ish right,"['kate', 'jackson', 'rec', 'center', 'before', '7ish', 'right']","['kate', 'jackson', 'rec', 'center', '7ish', 'right']","['kate', 'jackson', 'rec', 'center', '7ish', 'right']"
499,ham,Dear i have reache room,Dear i have reache room,"['dear', 'i', 'have', 'reache', 'room']","['dear', 'reache', 'room']","['dear', 'reache', 'room']"
500,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",Fighting with the world is easy u either win or lose bt fightng with some1 who is close to u is dificult if u lose  u lose if u win  u still lose,"['fighting', 'with', 'the', 'world', 'is', 'easy', 'u', 'either', 'win', 'or', 'lose', 'bt', 'fightng', 'with', 'some1', 'who', 'is', 'close', 'to', 'u', 'is', 'dificult', 'if', 'u', 'lose', 'u', 'lose', 'if', 'u', 'win', 'u', 'still', 'lose']","['fighting', 'world', 'easy', 'u', 'either', 'win', 'lose', 'bt', 'fightng', 'some1', 'close', 'u', 'dificult', 'u', 'lose', 'u', 'lose', 'u', 'win', 'u', 'still', 'lose']","['fighting', 'world', 'easy', 'u', 'either', 'win', 'lose', 'bt', 'fightng', 'some1', 'close', 'u', 'dificult', 'u', 'lose', 'u', 'lose', 'u', 'win', 'u', 'still', 'lose']"
501,ham,When can Ì_ come out?,When can Ì come out,"['when', 'can', 'ì', 'come', 'out']","['ì', 'come']","['ì', 'come']"
502,ham,Check with nuerologist.,Check with nuerologist,"['check', 'with', 'nuerologist']","['check', 'nuerologist']","['check', 'nuerologist']"
503,ham,Lolnice. I went from a fish to ..water.?,Lolnice I went from a fish to water,"['lolnice', 'i', 'went', 'from', 'a', 'fish', 'to', 'water']","['lolnice', 'went', 'fish', 'water']","['lolnice', 'went', 'fish', 'water']"
504,spam,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,123 Congratulations  in this weeks competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703 TCsstop SMS 08718727868 Over 18 only 150ppm,"['123', 'congratulations', 'in', 'this', 'weeks', 'competition', 'draw', 'u', 'have', 'won', 'the', 'å', '1450', 'prize', 'to', 'claim', 'just', 'call', '09050002311', 'b4280703', 'tcsstop', 'sms', '08718727868', 'over', '18', 'only', '150ppm']","['123', 'congratulations', 'weeks', 'competition', 'draw', 'u', 'å', '1450', 'prize', 'claim', 'call', '09050002311', 'b4280703', 'tcsstop', 'sms', '08718727868', '18', '150ppm']","['123', 'congratulation', 'week', 'competition', 'draw', 'u', 'å', '1450', 'prize', 'claim', 'call', '09050002311', 'b4280703', 'tcsstop', 'sm', '08718727868', '18', '150ppm']"
505,ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,No its waiting in e car dats bored wat Cos wait outside got nothing 2 do At home can do my stuff or watch tv wat,"['no', 'its', 'waiting', 'in', 'e', 'car', 'dats', 'bored', 'wat', 'cos', 'wait', 'outside', 'got', 'nothing', '2', 'do', 'at', 'home', 'can', 'do', 'my', 'stuff', 'or', 'watch', 'tv', 'wat']","['waiting', 'e', 'car', 'dats', 'bored', 'wat', 'cos', 'wait', 'outside', 'got', 'nothing', '2', 'home', 'stuff', 'watch', 'tv', 'wat']","['waiting', 'e', 'car', 'dat', 'bored', 'wat', 'co', 'wait', 'outside', 'got', 'nothing', '2', 'home', 'stuff', 'watch', 'tv', 'wat']"
506,ham,"Maybe westshore or hyde park village, the place near my house?",Maybe westshore or hyde park village the place near my house,"['maybe', 'westshore', 'or', 'hyde', 'park', 'village', 'the', 'place', 'near', 'my', 'house']","['maybe', 'westshore', 'hyde', 'park', 'village', 'place', 'near', 'house']","['maybe', 'westshore', 'hyde', 'park', 'village', 'place', 'near', 'house']"
507,ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,You should know now So hows anthony Are you bringing money Ive school fees to pay and rent and stuff like that Thats why i need your help A friend in need,"['you', 'should', 'know', 'now', 'so', 'hows', 'anthony', 'are', 'you', 'bringing', 'money', 'ive', 'school', 'fees', 'to', 'pay', 'and', 'rent', 'and', 'stuff', 'like', 'that', 'thats', 'why', 'i', 'need', 'your', 'help', 'a', 'friend', 'in', 'need']","['know', 'hows', 'anthony', 'bringing', 'money', 'ive', 'school', 'fees', 'pay', 'rent', 'stuff', 'like', 'thats', 'need', 'help', 'friend', 'need']","['know', 'hows', 'anthony', 'bringing', 'money', 'ive', 'school', 'fee', 'pay', 'rent', 'stuff', 'like', 'thats', 'need', 'help', 'friend', 'need']"
508,ham,What's the significance?,Whats the significance,"['whats', 'the', 'significance']","['whats', 'significance']","['whats', 'significance']"
509,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,Your opinion about me 1 Over 2 Jada 3 Kusruthi 4 Lovable 5 Silent 6 Spl character 7 Not matured 8 Stylish 9 Simple Pls reply,"['your', 'opinion', 'about', 'me', '1', 'over', '2', 'jada', '3', 'kusruthi', '4', 'lovable', '5', 'silent', '6', 'spl', 'character', '7', 'not', 'matured', '8', 'stylish', '9', 'simple', 'pls', 'reply']","['opinion', '1', '2', 'jada', '3', 'kusruthi', '4', 'lovable', '5', 'silent', '6', 'spl', 'character', '7', 'matured', '8', 'stylish', '9', 'simple', 'pls', 'reply']","['opinion', '1', '2', 'jada', '3', 'kusruthi', '4', 'lovable', '5', 'silent', '6', 'spl', 'character', '7', 'matured', '8', 'stylish', '9', 'simple', 'pls', 'reply']"
510,ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",8 at the latest gs still there if you can scrounge up some ammo and want to give the new ak a try,"['8', 'at', 'the', 'latest', 'gs', 'still', 'there', 'if', 'you', 'can', 'scrounge', 'up', 'some', 'ammo', 'and', 'want', 'to', 'give', 'the', 'new', 'ak', 'a', 'try']","['8', 'latest', 'gs', 'still', 'scrounge', 'ammo', 'want', 'give', 'new', 'ak', 'try']","['8', 'latest', 'g', 'still', 'scrounge', 'ammo', 'want', 'give', 'new', 'ak', 'try']"
511,ham,Prabha..i'm soryda..realy..frm heart i'm sory,Prabhaim sorydarealyfrm heart im sory,"['prabhaim', 'sorydarealyfrm', 'heart', 'im', 'sory']","['prabhaim', 'sorydarealyfrm', 'heart', 'im', 'sory']","['prabhaim', 'sorydarealyfrm', 'heart', 'im', 'sory']"
512,ham,Lol ok your forgiven :),Lol ok your forgiven ,"['lol', 'ok', 'your', 'forgiven', '']","['lol', 'ok', 'forgiven', '']","['lol', 'ok', 'forgiven', '']"
513,ham,No..jst change tat only..,Nojst change tat only,"['nojst', 'change', 'tat', 'only']","['nojst', 'change', 'tat']","['nojst', 'change', 'tat']"
514,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",You are guaranteed the latest Nokia Phone a 40GB iPod MP3 player or a å£500 prize Txt word COLLECT to No 83355 IBHltd LdnW15H 150pMtmsgrcvd18,"['you', 'are', 'guaranteed', 'the', 'latest', 'nokia', 'phone', 'a', '40gb', 'ipod', 'mp3', 'player', 'or', 'a', 'å', '500', 'prize', 'txt', 'word', 'collect', 'to', 'no', '83355', 'ibhltd', 'ldnw15h', '150pmtmsgrcvd18']","['guaranteed', 'latest', 'nokia', 'phone', '40gb', 'ipod', 'mp3', 'player', 'å', '500', 'prize', 'txt', 'word', 'collect', '83355', 'ibhltd', 'ldnw15h', '150pmtmsgrcvd18']","['guaranteed', 'latest', 'nokia', 'phone', '40gb', 'ipod', 'mp3', 'player', 'å', '500', 'prize', 'txt', 'word', 'collect', '83355', 'ibhltd', 'ldnw15h', '150pmtmsgrcvd18']"
515,ham,S:)no competition for him.,Sno competition for him,"['sno', 'competition', 'for', 'him']","['sno', 'competition']","['sno', 'competition']"
516,spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,Boltblue tones for 150p Reply POLY or MONO eg POLY3 1 Cha Cha Slide 2 Yeah 3 Slow Jamz 6 Toxic 8 Come With Me or STOP 4 more tones txt MORE,"['boltblue', 'tones', 'for', '150p', 'reply', 'poly', 'or', 'mono', 'eg', 'poly3', '1', 'cha', 'cha', 'slide', '2', 'yeah', '3', 'slow', 'jamz', '6', 'toxic', '8', 'come', 'with', 'me', 'or', 'stop', '4', 'more', 'tones', 'txt', 'more']","['boltblue', 'tones', '150p', 'reply', 'poly', 'mono', 'eg', 'poly3', '1', 'cha', 'cha', 'slide', '2', 'yeah', '3', 'slow', 'jamz', '6', 'toxic', '8', 'come', 'stop', '4', 'tones', 'txt']","['boltblue', 'tone', '150p', 'reply', 'poly', 'mono', 'eg', 'poly3', '1', 'cha', 'cha', 'slide', '2', 'yeah', '3', 'slow', 'jamz', '6', 'toxic', '8', 'come', 'stop', '4', 'tone', 'txt']"
517,spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,Your credits have been topped up for httpwwwbubbletextcom Your renewal Pin is tgxxrz,"['your', 'credits', 'have', 'been', 'topped', 'up', 'for', 'httpwwwbubbletextcom', 'your', 'renewal', 'pin', 'is', 'tgxxrz']","['credits', 'topped', 'httpwwwbubbletextcom', 'renewal', 'pin', 'tgxxrz']","['credit', 'topped', 'httpwwwbubbletextcom', 'renewal', 'pin', 'tgxxrz']"
518,ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",That way transport is less problematic than on sat night By the way if u want to ask  n  to join my bday feel free But need to know definite nos as booking on fri ,"['that', 'way', 'transport', 'is', 'less', 'problematic', 'than', 'on', 'sat', 'night', 'by', 'the', 'way', 'if', 'u', 'want', 'to', 'ask', 'n', 'to', 'join', 'my', 'bday', 'feel', 'free', 'but', 'need', 'to', 'know', 'definite', 'nos', 'as', 'booking', 'on', 'fri', '']","['way', 'transport', 'less', 'problematic', 'sat', 'night', 'way', 'u', 'want', 'ask', 'n', 'join', 'bday', 'feel', 'free', 'need', 'know', 'definite', 'nos', 'booking', 'fri', '']","['way', 'transport', 'le', 'problematic', 'sat', 'night', 'way', 'u', 'want', 'ask', 'n', 'join', 'bday', 'feel', 'free', 'need', 'know', 'definite', 'no', 'booking', 'fri', '']"
519,ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,Usually the person is unconscious thats in children but in adults they may just behave abnormally Ill call you now,"['usually', 'the', 'person', 'is', 'unconscious', 'thats', 'in', 'children', 'but', 'in', 'adults', 'they', 'may', 'just', 'behave', 'abnormally', 'ill', 'call', 'you', 'now']","['usually', 'person', 'unconscious', 'thats', 'children', 'adults', 'may', 'behave', 'abnormally', 'ill', 'call']","['usually', 'person', 'unconscious', 'thats', 'child', 'adult', 'may', 'behave', 'abnormally', 'ill', 'call']"
